"","name"
"1073","Os01g0110700"
"1074","Os04g0567200"
"1075","Os12g0228800"
"1076","Os01g0871600"
"1077","Os06g0263400"
"1078","Os10g0452300"
"1079","Os06g0539400"
"1080","osa-miR439g"
"1081","Os11g0664000"
"1082","Os01g0206700"
"1083","Os01g0191200"
"1084","Os02g0740600"
"1085","Os11g0147800"
"1086","osa-miR166i"
"1087","Os08g0171800"
"1088","Os11g0127600"
"1089","Os05g0553300"
"1090","Os09g0396900"
"1091","Os02g0635800"
"1092","Os08g0267800"
"1093","Os02g0278700"
"1094","Os10g0125700"
"1095","Os01g0191200"
"1096","Os01g0191200"
"1097","Os01g0894600"
"1098","Os12g0616500"
"1099","Os06g0142200"
"1100","Os08g0155900"
"1101","Os02g0615500"
"1102","Os05g0482400"
"1103","Os06g0146600"
"1104","Os07g0641300"
"1105","osa-miR166e"
"1106","Os03g0109800"
"1107","Os01g0640700"
"1108","Os02g0320300"
"1109","Os01g0786700"
"1110","Os01g0967700"
"1111","Os10g0450900"
"1112","Os05g0527900"
"1113","Os03g0718500"
"1114","Os12g0478200"
"1115","Os06g0192000"
"1116","Os02g0187700"
"1117","Os01g0179800"
"1118","Os07g0614700"
"1119","Os01g0256300"
"1120","Os10g0416500"
"1121","Os06g0185700"
"1122","Os05g0215700"
"1123","Os05g0300700"
"1124","Os11g0664000"
"1125","Os09g0425500"
"1126","Os03g0682600"
"1127","Os08g0203700"
"1128","Os08g0120600"
"1129","Os10g0416500"
"1130","Os09g0343100"
"1131","Os09g0524300"
"1132","Os01g0191200"
"1133","Os12g0187800"
"1134","Os02g0762700"
"1135","Os02g0748100"
"1136","Os05g0391900"
"1137","Os10g0525600"
"1138","Os03g0197900"
"1139","Os03g0310900"
"1140","Os11g0683800"
"1141","Os04g0635500"
"1142","Os01g0854000"
"1143","Os02g0806900"
"1144","Os10g0440000"
"1145","Os01g0603300"
"1146","Os11g0459300"
"1147","Os01g0732200"
"1148","Os12g0154800"
